"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.798217159285396,0.665,0.34,0,"1","CD84"
0,0.739979602537966,0.747,0.428,0,"1","MARCKS"
0,0.642370059238129,0.838,0.521,0,"1","TYMP"
0,0.876935899100589,0.689,0.374,0,"1","SDCBP"
0,1.38369231097787,0.524,0.21,0,"1","CXCL16"
0,1.1041994560615,0.575,0.262,0,"1","TNFRSF1B"
0,0.677590020430895,0.964,0.651,0,"1","NPC2"
0,0.583490157153084,0.755,0.443,0,"1","ZEB2"
0,0.796561368317081,0.618,0.307,0,"1","HLA-DMB"
0,1.22239454693588,0.534,0.224,0,"1","ITGAM"
0,0.824926312557246,0.735,0.427,0,"1","GRB2"
0,0.930511743423937,0.955,0.65,0,"1","TIMP1"
0,1.25880625306183,0.532,0.228,0,"1","CYFIP1"
0,1.13707773850632,0.548,0.245,0,"1","FBP1"
0,1.42597862535156,0.489,0.186,0,"1","BMP2K"
0,1.46897578471755,0.475,0.172,0,"1","SOD2"
0,0.98276138349028,0.618,0.315,0,"1","SPI1"
0,0.954508944840087,0.585,0.283,0,"1","CSF1R"
0,1.09988179351959,0.541,0.24,0,"1","LRP1"
0,2.65631266137543,0.372,0.071,0,"1","SELENOP"
0,0.674772520987985,0.838,0.537,0,"1","CTSD"
0,2.01625270058048,0.399,0.099,0,"1","SDC3"
0,0.748718700569244,0.867,0.568,0,"1","CSTB"
0,1.02659731422597,0.923,0.625,0,"1","CST3"
0,0.970562717298984,0.534,0.238,0,"1","CCR1"
